,Trial-ID,Status,Iteration,hidden1,hidden2,hidden_pm,hidden_tooth,hidden_winding,hidden_yoke,input_rec,lr,output_rec,window,Objective
237,119,COMPLETED,1,41.0,43.0,4.0,18.0,5.0,13.0,1.0,0.001,1.0,6.0,236.59689180925488
238,120,INTERMEDIATE,1,41.0,44.0,7.0,20.0,19.0,5.0,1.0,0.001,1.0,5.0,239.18477057479322
239,120,COMPLETED,1,41.0,44.0,7.0,20.0,19.0,5.0,1.0,0.001,1.0,5.0,239.18477057479322
240,121,INTERMEDIATE,1,37.0,38.0,5.0,17.0,15.0,5.0,1.0,0.001,1.0,3.0,208.18924861773849
241,121,COMPLETED,1,37.0,38.0,5.0,17.0,15.0,5.0,1.0,0.001,1.0,3.0,208.18924861773849
242,122,INTERMEDIATE,1,15.0,41.0,6.0,12.0,6.0,8.0,0.0,0.001,0.0,5.0,256.046519741416
243,122,COMPLETED,1,15.0,41.0,6.0,12.0,6.0,8.0,0.0,0.001,0.0,5.0,256.046519741416
244,123,INTERMEDIATE,1,19.0,34.0,5.0,10.0,9.0,6.0,1.0,0.001,0.0,5.0,188.21653025969863
245,123,COMPLETED,1,19.0,34.0,5.0,10.0,9.0,6.0,1.0,0.001,0.0,5.0,188.21653025969863
246,124,INTERMEDIATE,1,11.0,30.0,16.0,6.0,10.0,13.0,0.0,0.001,0.0,5.0,274.1390847861767
247,124,COMPLETED,1,11.0,30.0,16.0,6.0,10.0,13.0,0.0,0.001,0.0,5.0,274.1390847861767
248,125,INTERMEDIATE,1,18.0,37.0,4.0,10.0,8.0,6.0,1.0,0.001,1.0,6.0,189.97275385260582
249,125,COMPLETED,1,18.0,37.0,4.0,10.0,8.0,6.0,1.0,0.001,1.0,6.0,189.97275385260582
250,126,INTERMEDIATE,1,17.0,44.0,15.0,20.0,16.0,7.0,0.0,0.001,0.0,9.0,261.40260992757976
251,126,COMPLETED,1,17.0,44.0,15.0,20.0,16.0,7.0,0.0,0.001,0.0,9.0,261.40260992757976
252,127,INTERMEDIATE,1,38.0,34.0,4.0,13.0,16.0,10.0,0.0,0.001,1.0,2.0,264.64638340473175
253,127,COMPLETED,1,38.0,34.0,4.0,13.0,16.0,10.0,0.0,0.001,1.0,2.0,264.64638340473175
254,128,INTERMEDIATE,1,33.0,15.0,7.0,18.0,10.0,8.0,1.0,0.001,1.0,1.0,208.73857275396585
255,128,COMPLETED,1,33.0,15.0,7.0,18.0,10.0,8.0,1.0,0.001,1.0,1.0,208.73857275396585
256,129,INTERMEDIATE,1,41.0,42.0,5.0,14.0,6.0,18.0,1.0,0.001,0.0,4.0,255.8520331736654
257,129,COMPLETED,1,41.0,42.0,5.0,14.0,6.0,18.0,1.0,0.001,0.0,4.0,255.8520331736654
258,130,INTERMEDIATE,1,12.0,30.0,19.0,6.0,11.0,8.0,0.0,0.001,0.0,3.0,211.98157087527215
259,130,COMPLETED,1,12.0,30.0,19.0,6.0,11.0,8.0,0.0,0.001,0.0,3.0,211.98157087527215
260,131,INTERMEDIATE,1,41.0,13.0,7.0,17.0,11.0,4.0,1.0,0.001,1.0,9.0,359.09396287053823
261,131,COMPLETED,1,41.0,13.0,7.0,17.0,11.0,4.0,1.0,0.001,1.0,9.0,359.09396287053823
262,132,INTERMEDIATE,1,13.0,32.0,11.0,9.0,7.0,17.0,0.0,0.001,1.0,9.0,251.64739966392517
263,132,COMPLETED,1,13.0,32.0,11.0,9.0,7.0,17.0,0.0,0.001,1.0,9.0,251.64739966392517
264,133,INTERMEDIATE,1,34.0,48.0,13.0,16.0,3.0,6.0,1.0,0.001,1.0,1.0,204.53579533286393
265,133,COMPLETED,1,34.0,48.0,13.0,16.0,3.0,6.0,1.0,0.001,1.0,1.0,204.53579533286393
266,134,INTERMEDIATE,1,47.0,14.0,9.0,10.0,7.0,8.0,1.0,0.001,1.0,6.0,186.17807648703456
267,134,COMPLETED,1,47.0,14.0,9.0,10.0,7.0,8.0,1.0,0.001,1.0,6.0,186.17807648703456
268,135,INTERMEDIATE,1,34.0,16.0,9.0,14.0,6.0,9.0,1.0,0.001,1.0,1.0,210.05919970571995
269,135,COMPLETED,1,34.0,16.0,9.0,14.0,6.0,9.0,1.0,0.001,1.0,1.0,210.05919970571995
270,136,INTERMEDIATE,1,32.0,22.0,15.0,17.0,5.0,11.0,1.0,0.001,1.0,3.0,232.2956702709198
271,136,COMPLETED,1,32.0,22.0,15.0,17.0,5.0,11.0,1.0,0.001,1.0,3.0,232.2956702709198
272,137,INTERMEDIATE,1,23.0,34.0,5.0,10.0,8.0,4.0,1.0,0.001,0.0,8.0,252.22315806522965
273,137,COMPLETED,1,23.0,34.0,5.0,10.0,8.0,4.0,1.0,0.001,0.0,8.0,252.22315806522965
274,138,INTERMEDIATE,1,12.0,32.0,13.0,3.0,10.0,13.0,1.0,0.001,1.0,3.0,163.55809311941266
275,138,COMPLETED,1,12.0,32.0,13.0,3.0,10.0,13.0,1.0,0.001,1.0,3.0,163.55809311941266
276,139,INTERMEDIATE,1,18.0,30.0,17.0,5.0,6.0,10.0,0.0,0.001,0.0,3.0,348.317636821419
277,139,COMPLETED,1,18.0,30.0,17.0,5.0,6.0,10.0,0.0,0.001,0.0,3.0,348.317636821419
278,140,INTERMEDIATE,1,23.0,36.0,6.0,14.0,11.0,3.0,1.0,0.001,1.0,5.0,203.10427043959498
279,140,COMPLETED,1,23.0,36.0,6.0,14.0,11.0,3.0,1.0,0.001,1.0,5.0,203.10427043959498
280,141,INTERMEDIATE,1,15.0,47.0,14.0,17.0,5.0,17.0,0.0,0.001,0.0,10.0,230.49691501259804
281,141,COMPLETED,1,15.0,47.0,14.0,17.0,5.0,17.0,0.0,0.001,0.0,10.0,230.49691501259804
282,142,INTERMEDIATE,1,22.0,48.0,16.0,18.0,15.0,6.0,0.0,0.001,0.0,10.0,294.0136645510793
283,142,COMPLETED,1,22.0,48.0,16.0,18.0,15.0,6.0,0.0,0.001,0.0,10.0,294.0136645510793
284,143,INTERMEDIATE,1,30.0,16.0,6.0,17.0,9.0,8.0,1.0,0.001,0.0,2.0,198.00154374539852
