,Trial-ID,Status,Iteration,batch_size,hidden_unit1,hidden_unit2,lr,lstm_hidden,Objective
140,71,INTERMEDIATE,1,512.0,48.0,64.0,0.005,70.0,4.807959148941836e-05
141,71,COMPLETED,1,512.0,48.0,64.0,0.005,70.0,4.807959148941836e-05
142,72,INTERMEDIATE,1,512.0,64.0,52.0,0.005,52.0,2.5049444219020922e-05
143,72,COMPLETED,1,512.0,64.0,52.0,0.005,52.0,2.5049444219020922e-05
144,73,INTERMEDIATE,1,512.0,16.0,38.0,0.005,51.0,2.6622911978959907e-05
145,73,COMPLETED,1,512.0,16.0,38.0,0.005,51.0,2.6622911978959907e-05
146,74,INTERMEDIATE,1,512.0,40.0,42.0,0.005,70.0,2.4776627139416846e-05
147,74,COMPLETED,1,512.0,40.0,42.0,0.005,70.0,2.4776627139416846e-05
148,75,INTERMEDIATE,1,512.0,64.0,8.0,0.005,40.0,3.824623277436286e-05
149,75,COMPLETED,1,512.0,64.0,8.0,0.005,40.0,3.824623277436286e-05
150,76,INTERMEDIATE,1,512.0,16.0,51.0,0.0005,76.0,5.2747500089597013e-05
151,76,COMPLETED,1,512.0,16.0,51.0,0.0005,76.0,5.2747500089597013e-05
152,77,INTERMEDIATE,1,512.0,16.0,64.0,0.005,106.0,4.4331900829963277e-05
153,77,COMPLETED,1,512.0,16.0,64.0,0.005,106.0,4.4331900829963277e-05
154,78,INTERMEDIATE,1,512.0,44.0,39.0,0.005,111.0,1.6511402048673577e-05
155,78,COMPLETED,1,512.0,44.0,39.0,0.005,111.0,1.6511402048673577e-05
156,79,INTERMEDIATE,1,512.0,30.0,46.0,0.005,140.0,7.790907416358848e-05
157,79,COMPLETED,1,512.0,30.0,46.0,0.005,140.0,7.790907416358848e-05
158,80,INTERMEDIATE,1,512.0,16.0,64.0,0.005,125.0,3.2026544329571375e-05
159,80,COMPLETED,1,512.0,16.0,64.0,0.005,125.0,3.2026544329571375e-05
160,81,INTERMEDIATE,1,512.0,58.0,39.0,0.005,123.0,1.4018882194168147e-05
161,81,COMPLETED,1,512.0,58.0,39.0,0.005,123.0,1.4018882194168147e-05
162,82,INTERMEDIATE,1,1024.0,26.0,64.0,0.005,40.0,4.380838512295034e-05
163,82,COMPLETED,1,1024.0,26.0,64.0,0.005,40.0,4.380838512295034e-05
164,83,INTERMEDIATE,1,1024.0,52.0,64.0,0.005,40.0,1.9049851819590162e-05
165,83,COMPLETED,1,1024.0,52.0,64.0,0.005,40.0,1.9049851819590162e-05
166,84,INTERMEDIATE,1,1024.0,53.0,39.0,0.005,51.0,3.793962048369175e-05
167,84,COMPLETED,1,1024.0,53.0,39.0,0.005,51.0,3.793962048369175e-05
168,85,INTERMEDIATE,1,1024.0,64.0,53.0,0.005,66.0,3.860597393800985e-05
169,85,COMPLETED,1,1024.0,64.0,53.0,0.005,66.0,3.860597393800985e-05
170,86,INTERMEDIATE,1,512.0,16.0,39.0,0.005,107.0,2.9570508603503947e-05
171,86,COMPLETED,1,512.0,16.0,39.0,0.005,107.0,2.9570508603503947e-05
172,87,INTERMEDIATE,1,1024.0,51.0,64.0,0.005,121.0,3.539958025883265e-05
173,87,COMPLETED,1,1024.0,51.0,64.0,0.005,121.0,3.539958025883265e-05
174,88,INTERMEDIATE,1,512.0,64.0,30.0,0.0005,113.0,5.1985936539391914e-05
175,88,COMPLETED,1,512.0,64.0,30.0,0.0005,113.0,5.1985936539391914e-05
176,89,INTERMEDIATE,1,1024.0,46.0,51.0,0.0005,74.0,0.00011734446058959807
177,89,COMPLETED,1,1024.0,46.0,51.0,0.0005,74.0,0.00011734446058959807
178,90,INTERMEDIATE,1,512.0,33.0,64.0,0.005,55.0,3.83737466830772e-05
179,90,COMPLETED,1,512.0,33.0,64.0,0.005,55.0,3.83737466830772e-05
180,91,INTERMEDIATE,1,512.0,39.0,64.0,0.005,91.0,2.895759668434572e-05
181,91,COMPLETED,1,512.0,39.0,64.0,0.005,91.0,2.895759668434572e-05
182,92,INTERMEDIATE,1,512.0,16.0,64.0,0.0005,51.0,6.179157015287747e-05
183,92,COMPLETED,1,512.0,16.0,64.0,0.0005,51.0,6.179157015287747e-05
184,93,INTERMEDIATE,1,512.0,27.0,34.0,0.005,48.0,2.2276057020258207e-05
185,93,COMPLETED,1,512.0,27.0,34.0,0.005,48.0,2.2276057020258207e-05
186,94,INTERMEDIATE,1,1024.0,58.0,35.0,0.005,73.0,3.700994742635332e-05
187,94,COMPLETED,1,1024.0,58.0,35.0,0.005,73.0,3.700994742635332e-05
188,95,INTERMEDIATE,1,512.0,16.0,42.0,0.0005,83.0,6.059624939582409e-05
189,95,COMPLETED,1,512.0,16.0,42.0,0.0005,83.0,6.059624939582409e-05
190,96,INTERMEDIATE,1,1024.0,45.0,35.0,0.005,40.0,0.00018826241749732485
191,96,COMPLETED,1,1024.0,45.0,35.0,0.005,40.0,0.00018826241749732485
192,97,INTERMEDIATE,1,1024.0,64.0,8.0,0.005,48.0,0.0027716269988811303
193,97,COMPLETED,1,1024.0,64.0,8.0,0.005,48.0,0.0027716269988811303
194,98,INTERMEDIATE,1,2048.0,64.0,20.0,0.005,70.0,0.00016283870577393363
195,98,COMPLETED,1,2048.0,64.0,20.0,0.005,70.0,0.00016283870577393363
196,99,INTERMEDIATE,1,512.0,64.0,30.0,0.005,40.0,2.7944150786149584e-05
197,99,COMPLETED,1,512.0,64.0,30.0,0.005,40.0,2.7944150786149584e-05
198,100,INTERMEDIATE,1,512.0,58.0,32.0,0.005,61.0,2.010149020574747e-05
199,100,COMPLETED,1,512.0,58.0,32.0,0.005,61.0,2.010149020574747e-05
